,firstChar,lastChar,isLastCharVowel,lastTwoChar,gender
22692,s,j,0,oj,0
22693,g,a,1,ya,0
22694,j,i,1,ti,0
22695,s,t,0,mt,0
22696,a,a,1,na,0
22697,k,i,1,hi,0
22698,a,i,1,ri,0
22699,s,a,1,ra,0
22700,s,a,1,ta,0
22701,u,a,1,ha,0
22702,a,l,0,al,0
22703,t,i,1,si,0
22704,m,u,1,nu,0
22705,s,u,1,lu,0
22706,k,l,0,al,0
22707,k,i,1,ri,0
22708,r,a,1,ha,0
22709,d,a,1,pa,0
22710,r,a,1,ha,0
22711,p,y,0,ty,0
22712,p,a,1,ja,0
22713,u,a,1,la,0
22714,s,a,1,ya,0
22715,a,a,1,na,0
22716,p,a,1,ja,0
22717,a,i,1,ti,0
22718,d,a,1,ya,0
22719,k,a,1,la,0
22720,k,i,1,ri,0
22721,j,a,1,na,0
22722,a,i,1,ti,0
22723,m,h,0,sh,0
22724,a,a,1,ta,0
22725,n,t,0,at,0
22726,g,i,1,li,0
22727,n,a,1,da,0
22728,m,i,1,ri,0
22729,m,u,1,ju,0
22730,s,a,1,ma,0
22731,k,l,0,al,0
22732,s,n,0,an,0
22733,a,r,0,ar,0
22734,r,r,0,ar,0
22735,p,i,1,ki,0
22736,v,a,1,ta,0
22737,j,i,1,ti,0
22738,j,i,1,hi,0
22739,s,t,0,mt,0
22740,p,a,1,ja,0
22741,s,a,1,na,0
22742,a,a,1,ha,0
22743,l,h,0,sh,0
22744,a,a,1,ta,0
22745,a,a,1,ta,0
22746,a,i,1,ti,0
22747,s,t,0,mt,0
22748,a,u,1,ju,0
22749,n,n,0,on,0
22750,n,a,1,ha,0
22751,s,a,1,ya,0
22752,s,a,1,ma,0
22753,r,a,1,na,0
22754,n,a,1,ha,0
22755,s,i,1,hi,0
22756,r,i,1,hi,0
22757,a,a,1,ta,0
22758,g,a,1,ta,0
22759,p,a,1,ja,0
22760,r,a,1,ma,0
22761,p,m,0,am,0
22762,l,i,1,mi,0
22763,k,i,1,ti,0
22764,r,a,1,na,0
22765,i,a,1,ka,0
22766,m,i,1,ni,0
22767,n,a,1,ha,0
22768,k,a,1,la,0
22769,m,s,0,ss,0
22770,d,n,0,en,0
22771,s,a,1,ya,0
22772,r,u,1,tu,0
22773,v,a,1,ha,0
22774,a,u,1,ju,0
22775,r,i,1,ni,0
22776,b,a,1,ha,0
22777,s,a,1,ma,0
22778,n,i,1,ki,0
22779,k,n,0,an,0
22780,h,a,1,na,0
22781,r,i,1,ni,0
22782,s,a,1,ta,0
22783,a,a,1,ma,0
22784,r,i,1,ni,0
22785,r,a,1,na,0
22786,s,a,1,ta,0
22787,s,a,1,ma,0
22788,m,a,1,ta,0
22789,j,l,0,ul,0
22790,b,y,0,by,0
22791,g,i,1,di,0
22792,b,a,1,na,0
22793,b,a,1,na,0
22794,r,i,1,ni,0
22795,d,a,1,ya,0
22796,p,a,1,ja,0
22797,n,a,1,ha,0
22798,l,i,1,mi,0
22799,s,a,1,la,0
22800,s,a,1,ya,0
22801,k,i,1,ri,0
22802,v,a,1,na,0
22803,d,i,1,ri,0
22804,d,a,1,pa,0
22805,m,a,1,ta,0
22806,k,a,1,ta,0
22807,s,a,1,ha,0
22808,s,a,1,ra,0
22809,k,n,0,an,0
22810,n,a,1,da,0
22811,m,j,0,aj,0
22812,g,i,1,ri,0
22813,d,i,1,vi,0
22814,p,a,1,ja,0
22815,a,n,0,in,0
22816,a,n,0,in,0
22817,m,i,1,si,0
22818,a,a,1,ma,0
22819,s,t,0,mt,0
22820,m,a,1,ta,0
22821,p,a,1,ja,0
22822,c,i,1,ni,0
22823,k,m,0,um,0
22824,j,i,1,gi,0
22825,k,a,1,ta,0
22826,k,a,1,ta,0
22827,a,a,1,ta,0
22828,r,m,0,am,0
22829,k,a,1,na,0
22830,s,a,1,da,0
22831,s,t,0,mt,0
22832,t,i,1,si,0
22833,m,a,1,la,0
22834,p,u,1,tu,0
22835,r,a,1,pa,0
22836,m,a,1,ha,0
22837,n,a,1,ya,0
22838,b,a,1,ha,0
22839,s,u,1,ju,0
22840,r,i,1,hi,0
22841,n,a,1,ha,0
22842,k,h,0,sh,0
22843,j,i,1,ti,0
22844,s,i,1,ti,0
22845,r,j,0,aj,0
22846,m,a,1,ka,0
22847,l,i,1,mi,0
22848,t,i,1,si,0
22849,s,i,1,zi,0
22850,s,a,1,na,0
22851,h,a,1,na,0
22852,s,t,0,mt,0
22853,s,a,1,ta,0
22854,a,i,1,ti,0
22855,a,a,1,na,0
22856,s,i,1,ni,0
22857,s,i,1,ni,0
22858,c,n,0,an,0
22859,p,a,1,ja,0
22860,s,a,1,ma,0
22861,s,l,0,al,0
22862,a,i,1,ti,0
22863,n,a,1,ha,0
22864,a,i,1,li,0
22865,p,l,0,ol,0
22866,k,l,0,al,0
22867,m,a,1,ta,0
22868,e,a,1,ta,0
22869,r,u,1,ku,0
22870,b,h,0,sh,0
22871,s,i,1,ni,0
22872,p,i,1,ki,0
22873,p,m,0,am,0
22874,a,i,1,li,0
22875,p,i,1,ti,0
22876,r,i,1,bi,0
22877,s,n,0,en,0
22878,j,i,1,wi,0
22879,a,a,1,na,0
22880,m,z,0,az,0
22881,s,a,1,ta,0
22882,b,i,1,li,0
22883,f,a,1,ja,0
22884,p,a,1,ja,0
22885,g,a,1,ia,0
22886,n,m,0,am,0
22887,k,i,1,hi,0
22888,s,n,0,an,0
22889,r,u,1,tu,0
22890,k,a,1,na,0
22891,r,a,1,ha,0
22892,a,a,1,ha,0
22893,s,t,0,et,0
22894,m,a,1,ya,0
22895,b,i,1,li,0
22896,n,j,0,aj,0
22897,k,n,0,an,0
22898,k,a,1,ta,0
22899,r,i,1,mi,0
22900,n,a,1,ta,0
22901,r,i,1,bi,0
22902,m,a,1,ka,0
22903,b,i,1,ti,0
22904,m,a,1,ta,0
22905,t,e,1,le,0
22906,p,a,1,ja,0
22907,g,a,1,la,0
22908,r,i,1,ni,0
22909,s,a,1,ha,0
22910,r,a,1,ha,0
22911,s,m,0,am,0
22912,s,m,0,am,0
22913,s,a,1,ra,0
22914,r,a,1,na,0
22915,p,a,1,ma,0
22916,p,a,1,ja,0
22917,m,n,0,an,0
22918,r,a,1,ha,0
22919,d,a,1,ka,0
22920,s,a,1,ta,0
22921,p,a,1,ja,0
22922,b,a,1,ta,0
22923,j,u,1,nu,0
22924,s,h,0,sh,0
22925,k,a,1,ta,0
22926,p,a,1,ka,0
22927,a,i,1,li,0
22928,p,a,1,ka,0
22929,p,a,1,ja,0
22930,s,a,1,na,0
22931,g,i,1,di,0
22932,m,n,0,an,0
22933,l,i,1,ti,0
22934,b,y,0,by,0
22935,r,u,1,nu,0
22936,p,a,1,ja,0
22937,p,y,0,ty,0
22938,s,t,0,mt,0
22939,l,a,1,la,0
22940,r,a,1,da,0
22941,r,a,1,da,0
22942,s,t,0,mt,0
22943,p,a,1,ya,0
22944,n,m,0,am,0
22945,d,i,1,li,0
22946,j,i,1,ti,0
22947,s,a,1,ta,0
22948,k,l,0,al,0
22949,a,a,1,na,0
22950,s,a,1,ma,0
22951,m,a,1,ka,0
22952,s,i,1,ni,0
22953,r,i,1,mi,0
22954,j,t,0,at,0
22955,s,a,1,na,0
22956,s,i,1,ni,0
22957,r,u,1,nu,0
22958,p,m,0,am,0
22959,d,a,1,pa,0
22960,p,a,1,ya,0
22961,t,i,1,ni,0
22962,p,a,1,ja,0
22963,s,y,0,ny,0
22964,s,t,0,mt,0
22965,a,a,1,na,0
22966,p,m,0,am,0
22967,k,n,0,an,0
22968,m,a,1,na,0
22969,p,i,1,ti,0
22970,j,i,1,ti,0
22971,s,a,1,ia,0
22972,b,i,1,ti,0
22973,p,l,0,al,0
22974,r,a,1,na,0
22975,r,y,0,by,0
22976,d,i,1,vi,0
22977,i,a,1,ha,0
22978,v,a,1,ha,0
22979,n,i,1,ni,0
22980,n,i,1,ni,0
22981,n,i,1,ni,0
22982,n,i,1,ni,0
22983,n,i,1,ni,0
22984,n,i,1,ni,0
22985,n,i,1,ni,0
22986,n,i,1,ni,0
22987,n,i,1,ni,0
22988,n,i,1,ni,0
22989,s,a,1,ta,0
22990,p,a,1,ja,0
22991,d,n,0,an,0
22992,m,a,1,ka,0
22993,n,a,1,ra,0
22994,r,i,1,ni,0
22995,f,a,1,na,0
22996,s,a,1,ma,0
22997,p,a,1,ja,0
22998,a,a,1,na,0
22999,m,a,1,ta,0
23000,g,y,0,dy,0
23001,j,r,0,er,0
23002,a,i,1,ti,0
23003,a,u,1,nu,0
23004,k,u,1,bu,0
23005,p,a,1,ka,0
23006,l,i,1,mi,0
23007,l,i,1,ni,0
23008,a,u,1,ju,0
23009,s,t,0,mt,0
23010,s,t,0,mt,0
23011,k,a,1,ya,0
23012,r,i,1,ni,0
23013,n,a,1,ha,0
23014,a,i,1,ti,0
23015,m,a,1,ta,0
23016,p,i,1,ki,0
23017,m,a,1,na,0
23018,p,a,1,ka,0
23019,a,i,1,li,0
23020,d,i,1,li,0
23021,s,a,1,ta,0
23022,s,t,0,mt,0
23023,p,i,1,ti,0
23024,k,m,0,km,0
23025,n,a,1,sa,0
23026,r,a,1,ka,0
23027,r,i,1,ni,0
23028,a,u,1,nu,0
23029,m,u,1,tu,0
23030,m,i,1,ni,0
23031,s,a,1,ha,0
23032,j,i,1,ti,0
23033,r,u,1,nu,0
23034,k,l,0,al,0
23035,n,u,1,tu,0
23036,m,u,1,nu,0
23037,n,m,0,am,0
23038,s,a,1,ya,0
23039,r,u,1,tu,0
23040,s,a,1,ta,0
23041,r,i,1,ni,0
23042,s,m,0,am,0
23043,a,u,1,nu,0
23044,a,a,1,ma,0
23045,m,a,1,ka,0
23046,m,a,1,ya,0
23047,a,a,1,ta,0
23048,m,i,1,ri,0
23049,n,n,0,en,0
23050,r,a,1,ta,0
23051,z,t,0,at,0
23052,a,i,1,li,0
23053,s,a,1,na,0
23054,j,r,0,er,0
23055,m,i,1,ri,0
23056,b,i,1,ti,0
23057,a,a,1,na,0
23058,m,a,1,ka,0
23059,r,a,1,ma,0
23060,s,a,1,ya,0
23061,m,l,0,ul,0
23062,k,l,0,al,0
23063,k,a,1,na,0
23064,a,a,1,ta,0
23065,i,a,1,ra,0
23066,r,a,1,ha,0
23067,m,a,1,ta,0
23068,p,a,1,ka,0
23069,k,l,0,al,0
23070,s,l,0,al,0
23071,p,a,1,ja,0
23072,j,i,1,ti,0
23073,r,i,1,ni,0
23074,f,n,0,en,0
23075,l,a,1,ta,0
23076,y,n,0,en,0
23077,p,i,1,ti,0
23078,p,i,1,ti,0
23079,a,i,1,li,0
23080,c,i,1,li,0
23081,p,i,1,ki,0
23082,r,m,0,am,0
23083,w,a,1,da,0
23084,a,a,1,na,0
23085,s,a,1,ma,0
23086,s,a,1,la,0
23087,c,l,0,al,0
23088,e,a,1,ta,0
23089,a,u,1,ju,0
23090,s,t,0,mt,0
23091,l,i,1,mi,0
23092,s,a,1,ta,0
23093,s,a,1,ma,0
23094,s,a,1,ta,0
23095,r,a,1,na,0
23096,p,a,1,ka,0
23097,a,u,1,ju,0
23098,s,t,0,mt,0
23099,s,u,1,lu,0
23100,f,a,1,ma,0
23101,b,i,1,ti,0
23102,b,i,1,ti,0
23103,b,i,1,ti,0
23104,b,i,1,ti,0
23105,b,i,1,ti,0
23106,p,a,1,ja,0
23107,u,a,1,ma,0
23108,a,u,1,nu,0
23109,v,i,1,hi,0
23110,s,t,0,mt,0
23111,k,i,1,ri,0
23112,m,d,0,md,0
23113,s,i,1,hi,0
23114,a,a,1,ta,0
23115,r,a,1,ya,0
23116,s,t,0,mt,0
23117,s,t,0,mt,0
23118,n,a,1,na,0
23119,l,i,1,li,0
23120,s,a,1,ta,0
23121,d,l,0,al,0
23122,p,a,1,ya,0
23123,b,i,1,ti,0
23124,a,u,1,ju,0
23125,a,i,1,li,0
23126,r,i,1,ki,0
23127,j,a,1,ya,0
23128,r,a,1,ha,0
23129,p,i,1,li,0
23130,r,a,1,na,0
23131,b,a,1,ha,0
23132,s,a,1,na,0
23133,a,a,1,ha,0
23134,p,m,0,am,0
23135,k,i,1,ri,0
23136,s,i,1,ni,0
23137,a,a,1,ta,0
23138,n,i,1,di,0
23139,r,a,1,ma,0
23140,s,a,1,la,0
23141,p,n,0,an,0
23142,h,a,1,na,0
23143,s,i,1,ni,0
23144,s,a,1,ia,0
23145,s,a,1,na,0
23146,v,u,1,nu,0
23147,b,i,1,ti,0
23148,l,a,1,ja,0
23149,a,a,1,ta,0
23150,s,a,1,ya,0
23151,a,a,1,ma,0
23152,v,h,0,sh,0
23153,b,i,1,ti,0
23154,n,a,1,ma,0
23155,a,u,1,nu,0
23156,s,u,1,nu,0
23157,c,a,1,na,0
23158,r,n,0,an,0
23159,c,a,1,na,0
23160,m,a,1,ka,0
23161,m,a,1,ka,0
23162,m,a,1,ka,0
23163,m,a,1,ka,0
23164,s,a,1,ha,0
23165,b,a,1,ka,0
23166,a,a,1,ba,0
23167,s,a,1,ha,0
23168,k,m,0,um,0
23169,m,u,1,hu,0
23170,k,l,0,al,0
23171,s,a,1,na,0
23172,n,m,0,am,0
23173,v,a,1,ta,0
23174,d,a,1,pa,0
23175,f,n,0,en,0
23176,a,n,0,en,0
23177,s,i,1,ni,0
23178,k,m,0,km,0
23179,r,a,1,ya,0
23180,j,i,1,ti,0
23181,s,a,1,ra,0
23182,s,t,0,mt,0
23183,m,a,1,na,0
23184,p,a,1,ja,0
23185,s,i,1,li,0
23186,s,a,1,ta,0
23187,j,b,0,ab,0
23188,r,a,1,na,0
23189,s,m,0,am,0
23190,s,i,1,ni,0
23191,s,a,1,ma,0
23192,j,i,1,ti,0
23193,g,i,1,ri,0
23194,n,m,0,am,0
23195,l,a,1,ta,0
23196,d,o,1,lo,0
23197,g,a,1,ya,0
23198,m,a,1,ra,0
23199,s,a,1,ma,0
23200,k,h,0,sh,0
23201,s,a,1,ta,0
23202,m,u,1,ju,0
23203,h,a,1,ma,0
23204,a,i,1,hi,0
23205,s,i,1,ni,0
23206,p,a,1,ja,0
23207,n,a,1,ha,0
23208,n,u,1,tu,0
23209,k,m,0,um,0
23210,s,i,1,ni,0
23211,b,a,1,na,0
23212,m,u,1,hu,0
23213,y,n,0,in,0
23214,r,a,1,ha,0
23215,d,u,1,pu,0
23216,m,j,0,aj,0
23217,n,a,1,ha,0
23218,r,i,1,hi,0
23219,r,i,1,hi,0
23220,m,u,1,ju,0
23221,s,a,1,ma,0
23222,h,l,0,ul,0
23223,b,i,1,ri,0
23224,s,i,1,ti,0
23225,s,t,0,mt,0
23226,m,a,1,ka,0
23227,r,i,1,ni,0
23228,k,n,0,an,0
23229,r,a,1,na,0
23230,j,y,0,ly,0
23231,b,r,0,er,0
23232,b,a,1,ca,0
23233,s,a,1,na,0
23234,l,i,1,mi,0
23235,m,a,1,ha,0
23236,n,a,1,ha,0
23237,k,n,0,an,0
23238,v,a,1,ha,0
23239,s,a,1,ha,0
23240,a,a,1,ta,0
23241,r,a,1,ha,0
23242,j,i,1,ti,0
23243,s,j,0,oj,0
23244,a,h,0,sh,0
23245,b,a,1,ya,0
23246,k,n,0,an,0
23247,s,n,0,an,0
23248,d,i,1,li,0
23249,a,i,1,li,0
23250,r,a,1,ha,0
23251,n,m,0,am,0
23252,p,i,1,ti,0
23253,s,a,1,ma,0
23254,s,a,1,ta,0
23255,b,a,1,la,0
23256,s,a,1,ta,0
23257,g,i,1,ri,0
23258,r,u,1,nu,0
23259,g,n,0,an,0
23260,m,u,1,ju,0
23261,r,r,0,ar,0
23262,s,a,1,ya,0
23263,a,h,0,sh,0
23264,k,m,0,km,0
23265,m,u,1,ju,0
23266,g,a,1,ta,0
23267,r,a,1,na,0
23268,p,a,1,ka,0
23269,p,e,1,ee,0
23270,k,a,1,la,0
23271,s,a,1,da,0
23272,k,l,0,al,0
23273,r,r,0,ar,0
23274,h,a,1,ra,0
23275,b,a,1,ta,0
23276,n,a,1,ha,0
23277,m,i,1,ti,0
23278,p,a,1,ja,0
23279,r,a,1,na,0
23280,u,a,1,ha,0
23281,d,i,1,di,0
23282,r,a,1,ka,0
23283,k,m,0,km,0
23284,j,r,0,er,0
23285,m,a,1,ta,0
23286,p,a,1,ka,0
23287,s,a,1,ma,0
23288,f,a,1,na,0
23289,n,a,1,ha,0
23290,p,a,1,pa,0
23291,n,a,1,ha,0
23292,r,i,1,ni,0
23293,r,i,1,li,0
23294,p,y,0,ky,0
23295,s,a,1,ma,0
23296,p,i,1,ti,0
23297,k,l,0,al,0
23298,s,n,0,an,0
23299,s,n,0,an,0
23300,s,a,1,ma,0
23301,k,l,0,al,0
23302,p,a,1,ka,0
23303,g,n,0,an,0
23304,r,a,1,ha,0
23305,b,r,0,ur,0
23306,a,u,1,ju,0
23307,p,m,0,am,0
23308,s,a,1,ta,0
23309,r,i,1,ri,0
23310,r,u,1,nu,0
23311,s,a,1,ta,0
23312,a,a,1,ha,0
23313,a,a,1,ha,0
23314,m,a,1,na,0
23315,m,s,0,ss,0
23316,p,a,1,ja,0
23317,a,a,1,na,0
23318,p,a,1,ja,0
23319,m,h,0,sh,0
23320,b,a,1,ra,0
23321,d,i,1,ti,0
23322,p,a,1,pa,0
23323,s,m,0,am,0
23324,r,a,1,na,0
23325,p,a,1,ha,0
23326,s,i,1,ni,0
23327,p,y,0,ty,0
23328,p,y,0,ty,0
23329,s,i,1,ti,0
23330,k,a,1,ta,0
23331,v,i,1,li,0
23332,m,a,1,ta,0
23333,t,a,1,na,0
23334,k,m,0,um,0
23335,n,u,1,tu,0
23336,s,t,0,mt,0
23337,s,a,1,sa,0
23338,s,i,1,ti,0
23339,r,a,1,pa,0
23340,r,a,1,na,0
23341,n,i,1,hi,0
23342,r,u,1,nu,0
23343,b,y,0,by,0
23344,s,n,0,an,0
23345,h,a,1,na,0
23346,j,a,1,ya,0
23347,p,m,0,em,0
23348,r,i,1,ni,0
23349,r,u,1,nu,0
23350,a,u,1,nu,0
23351,j,b,0,ab,0
23352,b,a,1,na,0
23353,k,a,1,ta,0
23354,p,m,0,am,0
23355,n,a,1,ha,0
23356,s,t,0,mt,0
23357,n,u,1,tu,0
23358,r,a,1,na,0
23359,r,i,1,hi,0
23360,s,a,1,ta,0
23361,k,i,1,ti,0
23362,h,a,1,na,0
23363,s,a,1,ia,0
23364,b,a,1,ya,0
23365,s,a,1,ya,0
23366,p,m,0,am,0
23367,d,i,1,li,0
23368,n,a,1,ma,0
23369,f,n,0,in,0
23370,s,m,0,im,0
23371,m,a,1,ta,0
23372,b,a,1,na,0
23373,s,i,1,ti,0
23374,s,a,1,ta,0
23375,p,i,1,hi,0
23376,m,n,0,an,0
23377,h,i,1,hi,0
23378,s,a,1,ma,0
23379,d,i,1,li,0
23380,r,i,1,hi,0
23381,v,a,1,ya,0
23382,j,i,1,ni,0
23383,k,l,0,al,0
23384,r,i,1,ni,0
23385,p,m,0,am,0
23386,p,a,1,pa,0
23387,n,i,1,hi,0
23388,m,i,1,ti,0
23389,m,i,1,vi,0
23390,r,i,1,hi,0
23391,u,a,1,ha,0
23392,p,a,1,ja,0
23393,p,m,0,am,0
23394,p,i,1,ti,0
23395,p,i,1,hi,0
23396,n,a,1,ha,0
23397,a,i,1,ti,0
23398,b,a,1,na,0
23399,r,a,1,na,0
23400,u,i,1,hi,0
23401,i,a,1,na,0
23402,u,a,1,ha,0
23403,b,a,1,na,0
23404,s,a,1,ya,0
23405,n,i,1,hi,0
23406,v,n,0,in,0
23407,y,a,1,ta,0
23408,l,a,1,ta,0
23409,k,i,1,ni,0
23410,j,i,1,ti,0
23411,k,m,0,km,0
23412,r,i,1,ti,0
23413,v,i,1,hi,0
23414,s,o,1,ro,0
23415,s,a,1,ta,0
23416,i,a,1,ra,0
23417,m,a,1,la,0
23418,i,a,1,ha,0
23419,c,a,1,da,0
23420,s,t,0,mt,0
23421,u,a,1,ma,0
23422,s,a,1,ta,0
23423,n,a,1,ha,0
23424,a,i,1,ti,0
23425,a,i,1,ti,0
23426,p,a,1,ja,0
23427,r,a,1,na,0
23428,t,l,0,il,0
23429,s,i,1,ti,0
23430,t,r,0,ir,0
23431,n,a,1,ha,0
23432,s,a,1,ta,0
23433,k,l,0,al,0
23434,s,i,1,ni,0
23435,p,i,1,si,0
23436,b,i,1,ti,0
23437,m,u,1,ju,0
23438,m,a,1,ha,0
23439,s,a,1,na,0
23440,p,m,0,am,0
23441,a,a,1,na,0
23442,f,a,1,za,0
23443,s,a,1,ya,0
23444,k,n,0,an,0
23445,p,t,0,et,0
23446,y,n,0,in,0
23447,k,t,0,et,0
23448,j,i,1,li,0
23449,l,a,1,ta,0
23450,y,n,0,in,0
23451,n,n,0,an,0
23452,s,i,1,ri,0
23453,p,i,1,ki,0
23454,n,m,0,am,0
23455,c,i,1,ni,0
23456,a,u,1,nu,0
23457,r,i,1,ni,0
23458,m,u,1,hu,0
23459,s,a,1,ha,0
23460,s,m,0,am,0
23461,u,a,1,la,0
23462,p,m,0,am,0
23463,s,a,1,ta,0
23464,k,i,1,ni,0
23465,b,a,1,na,0
23466,n,m,0,am,0
23467,m,a,1,ta,0
23468,s,n,0,in,0
23469,d,a,1,ka,0
23470,s,a,1,na,0
23471,m,u,1,nu,0
23472,r,a,1,na,0
23473,s,m,0,am,0
23474,k,n,0,an,0
23475,t,a,1,ra,0
23476,s,n,0,un,0
23477,d,a,1,ga,0
23478,m,h,0,sh,0
23479,d,a,1,la,0
23480,r,i,1,ni,0
23481,a,a,1,na,0
23482,s,h,0,sh,0
23483,k,l,0,al,0
23484,r,i,1,ni,0
23485,s,a,1,ma,0
23486,a,a,1,ka,0
23487,m,a,1,ka,0
23488,r,a,1,ka,0
23489,s,i,1,vi,0
23490,b,y,0,by,0
23491,s,t,0,mt,0
23492,r,n,0,an,0
23493,m,a,1,ya,0
23494,m,i,1,ki,0
23495,p,m,0,am,0
23496,p,i,1,ti,0
23497,a,l,0,al,0
23498,s,a,1,ta,0
23499,r,a,1,ma,0
23500,n,a,1,ha,0
23501,k,m,0,km,0
23502,s,i,1,ti,0
23503,s,t,0,mt,0
23504,g,a,1,ra,0
23505,m,a,1,ha,0
23506,t,a,1,ha,0
23507,j,a,1,ra,0
23508,a,a,1,na,0
23509,m,a,1,ta,0
23510,b,i,1,ni,0
23511,s,n,0,an,0
23512,d,i,1,ti,0
23513,k,l,0,al,0
23514,b,a,1,ta,0
23515,s,a,1,da,0
23516,r,a,1,na,0
23517,s,n,0,an,0
23518,a,i,1,ti,0
23519,n,a,1,ha,0
23520,r,a,1,da,0
23521,k,m,0,km,0
23522,s,a,1,ha,0
23523,s,t,0,et,0
23524,s,t,0,mt,0
23525,r,a,1,ma,0
23526,k,i,1,ri,0
23527,n,a,1,ha,0
23528,s,i,1,ni,0
23529,i,a,1,ha,0
23530,s,a,1,na,0
23531,r,a,1,na,0
23532,g,a,1,ya,0
23533,r,i,1,ri,0
23534,d,i,1,ri,0
23535,s,a,1,ta,0
23536,k,l,0,al,0
23537,a,a,1,na,0
23538,p,n,0,en,0
23539,g,a,1,ta,0
23540,r,a,1,ha,0
23541,k,i,1,ri,0
23542,s,j,0,oj,0
23543,b,o,1,to,0
23544,p,i,1,ti,0
23545,s,a,1,ta,0
23546,s,i,1,li,0
23547,s,i,1,ti,0
23548,a,i,1,li,0
23549,y,a,1,da,0
23550,k,n,0,an,0
23551,p,l,0,al,0
23552,r,i,1,hi,0
23553,i,u,1,du,0
23554,k,a,1,na,0
23555,s,l,0,al,0
23556,s,a,1,ha,0
23557,b,i,1,ni,0
23558,n,m,0,am,0
23559,m,u,1,ju,0
23560,s,t,0,mt,0
23561,k,a,1,la,0
23562,s,a,1,ta,0
23563,s,i,1,ti,0
23564,a,a,1,na,0
23565,m,u,1,ju,0
23566,p,m,0,am,0
23567,c,l,0,al,0
23568,n,a,1,ha,0
23569,b,i,1,ti,0
23570,r,i,1,hi,0
23571,k,a,1,ha,0
23572,s,t,0,mt,0
23573,s,t,0,mt,0
23574,s,a,1,la,0
23575,k,n,0,an,0
23576,p,m,0,am,0
23577,a,i,1,ti,0
23578,p,a,1,ka,0
23579,s,a,1,ma,0
23580,s,n,0,in,0
23581,k,l,0,al,0
23582,d,a,1,ya,0
23583,r,j,0,aj,0
23584,s,u,1,tu,0
23585,r,f,0,af,0
23586,s,a,1,na,0
23587,m,a,1,ta,0
23588,s,l,0,al,0
23589,s,t,0,mt,0
23590,a,a,1,ta,0
23591,s,i,1,ti,0
23592,t,a,1,ha,0
23593,p,a,1,ja,0
23594,d,a,1,ya,0
23595,p,a,1,ka,0
23596,p,a,1,ka,0
23597,n,m,0,am,0
23598,a,i,1,ti,0
23599,p,l,0,ol,0
23600,k,a,1,ta,0
23601,s,n,0,in,0
23602,m,a,1,ha,0
23603,h,a,1,ta,0
23604,j,i,1,ti,0
23605,e,a,1,ta,0
23606,m,a,1,ka,0
23607,m,a,1,ha,0
23608,s,a,1,ta,0
23609,k,a,1,na,0
23610,r,a,1,na,0
23611,b,i,1,ri,0
23612,s,t,0,mt,0
23613,m,i,1,ri,0
23614,r,u,1,nu,0
23615,p,m,0,am,0
23616,j,i,1,ki,0
23617,m,a,1,ta,0
23618,n,a,1,ha,0
23619,p,a,1,ja,0
23620,p,i,1,ti,0
23621,s,j,0,oj,0
23622,n,a,1,ha,0
23623,r,i,1,hi,0
23624,l,a,1,ha,0
23625,s,y,0,ly,0
23626,k,n,0,an,0
23627,s,a,1,pa,0
23628,g,a,1,ta,0
23629,k,n,0,an,0
23630,k,t,0,et,0
23631,s,n,0,an,0
23632,k,m,0,km,0
23633,k,u,1,bu,0
23634,p,m,0,am,0
23635,m,r,0,ar,0
23636,m,a,1,la,0
23637,m,s,0,ss,0
23638,s,n,0,an,0
23639,s,t,0,mt,0
23640,r,a,1,ma,0
23641,m,i,1,hi,0
23642,r,i,1,ni,0
23643,a,a,1,ta,0
23644,p,i,1,ti,0
23645,a,a,1,ta,0
23646,n,a,1,ha,0
23647,m,a,1,ta,0
23648,s,a,1,na,0
23649,f,a,1,ya,0
23650,r,i,1,ni,0
23651,g,a,1,ta,0
23652,s,n,0,an,0
23653,m,a,1,ha,0
23654,m,s,0,ss,0
23655,s,t,0,mt,0
23656,r,a,1,ha,0
23657,s,n,0,an,0
23658,b,i,1,ti,0
23659,s,i,1,ji,0
23660,s,i,1,ni,0
23661,n,u,1,tu,0
23662,r,a,1,pa,0
23663,s,j,0,oj,0
23664,s,t,0,mt,0
23665,j,i,1,ti,0
23666,m,a,1,ta,0
23667,d,a,1,la,0
23668,m,a,1,ya,0
23669,p,i,1,ki,0
23670,s,a,1,ma,0
23671,d,i,1,li,0
23672,n,j,0,aj,0
23673,s,a,1,ta,0
23674,n,a,1,ha,0
23675,s,n,0,an,0
23676,j,a,1,na,0
23677,j,i,1,ti,0
23678,s,a,1,ia,0
23679,g,i,1,gi,0
23680,p,a,1,ja,0
23681,s,a,1,ka,0
23682,b,a,1,na,0
23683,c,i,1,ni,0
23684,n,u,1,tu,0
23685,s,a,1,ta,0
23686,a,u,1,nu,0
23687,s,n,0,an,0
23688,k,m,0,km,0
23689,n,n,0,in,0
23690,s,h,0,sh,0
23691,s,t,0,mt,0
23692,a,a,1,na,0
23693,r,a,1,ha,0
23694,a,a,1,ta,0
23695,d,a,1,pa,0
23696,j,a,1,ya,0
23697,m,a,1,ta,0
23698,g,n,0,an,0
23699,p,y,0,ky,0
23700,s,a,1,na,0
23701,n,n,0,an,0
23702,p,a,1,ka,0
23703,a,i,1,ti,0
23704,r,i,1,ni,0
23705,m,u,1,hu,0
23706,n,a,1,ha,0
23707,j,a,1,la,0
23708,s,a,1,ma,0
23709,s,a,1,ta,0
23710,s,u,1,lu,0
23711,n,a,1,ha,0
